Title,Domestic,International,Budget,Distributor,MPAA-Rating,Runtime,Genres
Road Trip (2000),68540777,51213501,16000000.0,DreamWorks Distribution,R,93,Comedy
Bring It On (2000),68379000,22070929,11000000.0,Universal Pictures,PG-13,98,Comedy;Romance;Sport
Rules of Engagement (2000),61335230,10397073,60000000.0,Paramount Pictures,R,128,Drama;Thriller;War
Mission to Mars (2000),60883407,50100000,100000000.0,Walt Disney Studios Motion Pictures,PG,114,Adventure;Sci-Fi;Thriller
Snow Day (2000),60020107,2444624,13000000.0,Paramount Pictures,PG,89,Adventure;Comedy;Family
American Beauty (1999),130096601,226200000,15000000.0,DreamWorks Distribution,R,122,Drama
Next Friday (2000),57328603,2498725,11000000.0,New Line Cinema,R,98,Comedy
The Whole Nine Yards (2000),57262492,49109159,41300000.0,Warner Bros.,,98,Comedy;Crime
Shanghai Noon (2000),56937502,42336965,55000000.0,Walt Disney Studios Motion Pictures,PG-13,110,Action;Adventure;Comedy;Western
Romeo Must Die (2000),55973336,35063424,25000000.0,Warner Bros.,R,115,Action;Crime;Thriller
102 Dalmatians (2000),66957026,116654745,85000000.0,Walt Disney Studios Motion Pictures,,100,Adventure;Comedy;Family
The Talented Mr. Ripley (1999),81298265,47500000,40000000.0,Paramount Pictures,R,139,Crime;Drama;Thriller
Galaxy Quest (1999),71583916,19100000,45000000.0,DreamWorks Distribution,PG,102,Adventure;Comedy;Sci-Fi
The Road to El Dorado (2000),50863742,25568985,95000000.0,DreamWorks Distribution,PG,89,Adventure;Animation;Comedy;Family;Musical;Romance
The Hurricane (1999),50699241,23257000,50000000.0,Universal Pictures,R,146,Biography;Drama;Sport
Vertical Limit (2000),69243859,146420000,75000000.0,Sony Pictures Entertainment (SPE),PG-13,124,Action;Adventure;Drama;Thriller
Toy Story 2 (1999),245852179,241207498,90000000.0,Walt Disney Studios Motion Pictures,,92,Adventure;Animation;Comedy;Family;Fantasy
The Tigger Movie (2000),45554533,50605267,30000000.0,Walt Disney Studios Motion Pictures,,77,Animation;Comedy;Drama;Family;Musical
The Replacements (2000),44737059,5317452,50000000.0,Warner Bros.,PG-13,118,Comedy;Sport
Pokémon the Movie 2000 (2000),43758684,90190586,30000000.0,Warner Bros.,,84,Action;Adventure;Animation;Family;Fantasy
Miss Congeniality (2000),106807667,105935053,45000000.0,Warner Bros.,PG-13,109,Action;Comedy;Crime;Romance
Any Given Sunday (1999),75530832,24700000,55000000.0,Warner Bros.,R,162,Drama;Sport
Pitch Black (2000),39240659,13947000,23000000.0,USA Films,R,109,Action;Horror;Sci-Fi;Thriller
The Emperor's New Groove (2000),89302687,80025000,100000000.0,Walt Disney Studios Motion Pictures,,78,Adventure;Animation;Comedy;Family;Fantasy
The Family Man (2000),75793305,48951778,60000000.0,Universal Pictures,PG-13,125,Comedy;Drama;Fantasy;Romance
The Original Kings of Comedy (2000),38182790,38182790,13000000.0,Paramount Pictures,R,115,Comedy;Documentary
28 Days (2000),37170488,25028457,43000000.0,Sony Pictures Entertainment (SPE),PG-13,103,Comedy;Drama
Keeping the Faith (2000),37047880,22897303,29000000.0,Walt Disney Studios Motion Pictures,PG-13,128,Comedy;Drama;Romance
Hanging Up (2000),36050230,15829814,60000000.0,Sony Pictures Entertainment (SPE),PG-13,94,Comedy;Drama
The Flintstones in Viva Rock Vegas (2000),35268275,24200000,83000000.0,Universal Pictures,PG,90,Comedy;Family;Romance;Sci-Fi
The Skulls (2000),35046120,15756000,35000000.0,Universal Pictures,PG-13,106,Action;Crime;Drama;Thriller
The 6th Day (2000),34604280,61481197,82000000.0,Sony Pictures Entertainment (SPE),PG-13,123,Action;Mystery;Sci-Fi;Thriller
My Dog Skip (2000),34134641,1413120,6000000.0,Warner Bros.,PG,95,Comedy;Drama;Family
Return to Me (2000),32722798,3887197,24000000.0,Metro-Goldwyn-Mayer (MGM),PG,115,Comedy;Drama;Romance
The Legend of Bagger Vance (2000),30919168,8540259,80000000.0,DreamWorks Distribution,PG-13,126,Drama;Fantasy;Sport
The Watcher (2000),28946615,18321214,30000000.0,Universal Pictures,R,97,Crime;Drama;Mystery;Thriller
"Girl, Interrupted (2000)",28912646,19437559,40000000.0,Sony Pictures Entertainment (SPE),R,127,Biography;Drama
Love & Basketball (2000),27459615,268503,20000000.0,New Line Cinema,PG-13,124,Drama;Romance;Sport
High Fidelity (2000),27287137,19839158,30000000.0,Walt Disney Studios Motion Pictures,R,113,Comedy;Drama;Music;Romance
Proof of Life (2000),32598931,30162074,65000000.0,Warner Bros.,R,135,Action;Drama;Thriller
The Adventures of Rocky & Bullwinkle (2000),26005820,9129000,76000000.0,Universal Pictures,PG,92,Adventure;Animation;Comedy;Family;Fantasy
Nurse Betty (2000),25170054,4190346,35000000.0,USA Films,R,110,Comedy;Crime;Drama;Romance
Bicentennial Man (1999),58223861,29200000,100000000.0,Walt Disney Studios Motion Pictures,PG,132,Comedy;Drama;Sci-Fi
Reindeer Games (2000),23368995,8799975,42000000.0,Miramax,R,104,Action;Adventure;Crime;Drama;Thriller
Magnolia (2000),22455976,25995827,37000000.0,New Line Cinema,R,188,Drama
Wonder Boys (2000),19393557,14033031,55000000.0,Paramount Pictures,R,107,Comedy;Drama
Anna and the King (1999),39263420,74733517,92000000.0,Twentieth Century Fox,PG-13,148,Drama;History;Romance
The Ninth Gate (2000),18661336,18661336,38000000.0,Artisan Entertainment,R,133,Mystery;Thriller
The Contender (2000),17872723,4489088,20000000.0,DreamWorks Distribution,R,126,Drama;Thriller
The Sixth Sense (1999),293506292,379300000,40000000.0,Walt Disney Studios Motion Pictures,PG-13,107,Drama;Mystery;Thriller
Small Time Crooks (2000),17266359,12668118,25000000.0,DreamWorks Distribution,PG,94,Comedy;Crime
Thomas and the Magic Railroad (2000),15933506,3814503,,Destination Films,,85,Adventure;Comedy;Drama;Family;Fantasy
Loser (2000),15618626,2786080,20000000.0,Sony Pictures Entertainment (SPE),PG-13,98,Comedy;Romance
The Next Best Thing (2000),14990582,9372190,25000000.0,Paramount Pictures,PG-13,108,Comedy;Drama;Romance
Man on the Moon (1999),34607430,12827000,82000000.0,Universal Pictures,R,118,Biography;Comedy;Drama
Snow Falling on Cedars (1999),14417593,8632000,35000000.0,Universal Pictures,PG-13,127,Drama;Mystery;Romance;Thriller
Highlander: Endgame (2000),12811858,3031750,25000000.0,Miramax,R,87,Action;Adventure;Fantasy;Sci-Fi
Ready to Rumble (2000),12394327,58035,24000000.0,Warner Bros.,PG-13,107,Comedy;Sport
"Crouching Tiger, Hidden Dragon (2000)",128078872,85446864,17000000.0,Sony Pictures Classics,PG-13,120,Action;Adventure;Fantasy;Romance
The World Is Not Enough (1999),126943684,126943684,135000000.0,Metro-Goldwyn-Mayer (MGM),PG-13,128,Action;Adventure;Crime;Thriller
Here on Earth (2000),10522168,350980,15000000.0,Twentieth Century Fox,PG-13,96,Drama;Romance
Godzilla 2000: Millennium (2000),10037390,10037390,13000000.0,Sony Pictures Entertainment (SPE),PG,99,Action;Adventure;Drama;Sci-Fi;Thriller
Sleepy Hollow (1999),101071502,105000000,100000000.0,Paramount Pictures,R,105,Fantasy;Horror;Mystery
Boys Don't Cry (1999),11540607,11540607,2000000.0,Fox Searchlight Pictures,R,118,Biography;Crime;Drama;Romance
Screwed (2000),7027345,174356,10000000.0,Universal Pictures,PG-13,81,Comedy;Crime
All the Pretty Horses (2000),15540353,2593142,57000000.0,Miramax,PG-13,116,Drama;Romance;Western
Being John Malkovich (1999),22863596,243071,13000000.0,USA Films,R,113,Comedy;Drama;Fantasy
Chocolat (2001),71509363,81190583,25000000.0,Miramax,PG-13,121,Drama;Romance
The Insider (1999),29089912,31200000,90000000.0,Walt Disney Studios Motion Pictures,R,157,Biography;Drama;Thriller
The Bone Collector (1999),66518655,84975000,73000000.0,Universal Pictures,R,118,Crime;Drama;Mystery;Thriller
Isn't She Great (2000),2962465,40831,44000000.0,Universal Pictures,R,95,Biography;Comedy;Drama;Romance
Double Jeopardy (1999),116741558,61100000,70000000.0,Paramount Pictures,R,105,Crime;Drama;Mystery;Thriller
American Pie 2 (2001),145103595,142450000,30000000.0,Universal Pictures,R,108,Comedy
The Fast and the Furious (2001),144533925,62750000,38000000.0,Universal Pictures,PG-13,106,Action;Crime;Thriller
Ocean's Eleven (2001),183417150,267300000,85000000.0,Warner Bros.,PG-13,116,Crime;Thriller
Lara Croft: Tomb Raider (2001),131168070,143535270,115000000.0,Paramount Pictures,PG-13,100,Action;Adventure;Fantasy;Thriller
Traffic (2001),124115725,83400000,,USA Films,R,147,Crime;Drama;Thriller
Dr. Dolittle 2 (2001),112952899,63151445,70000000.0,Twentieth Century Fox,PG,87,Comedy;Family;Fantasy
Spy Kids (2001),112719001,35215179,35000000.0,Miramax,PG,88,Action;Adventure;Comedy;Family;Sci-Fi
The Princess Diaries (2001),108248956,57086197,26000000.0,Walt Disney Studios Motion Pictures,G,111,Comedy;Family;Romance
The Others (2001),96522687,113424350,17000000.0,Miramax,PG-13,101,Horror;Mystery;Thriller
America's Sweethearts (2001),93607673,44700000,46000000.0,Revolution Studios,PG-13,102,Comedy;Romance
Cats & Dogs (2001),93385515,107301977,60000000.0,Warner Bros.,PG,87,Action;Comedy;Family;Fantasy
Save the Last Dance (2001),91057006,40649803,,Paramount Pictures,PG-13,112,Drama;Music;Romance
Atlantis: The Lost Empire (2001),84056472,101997253,120000000.0,Walt Disney Studios Motion Pictures,PG,95,Action;Adventure;Animation;Family;Fantasy;Sci-Fi
A.I. Artificial Intelligence (2001),78616689,157309863,100000000.0,Warner Bros.,PG-13,146,Drama;Sci-Fi
Along Came a Spider (2001),74078174,31100387,60000000.0,Paramount Pictures,R,104,Drama;Thriller
Bridget Jones's Diary (2001),71543427,210386368,25000000.0,Miramax,R,97,Comedy;Drama;Romance
Scary Movie 2 (2001),71308997,69911681,45000000.0,Miramax,R,83,Comedy
The Score (2001),71107711,43144443,68000000.0,Paramount Pictures,R,124,Action;Crime;Drama;Thriller
Swordfish (2001),69772969,77307444,102000000.0,Warner Bros.,R,99,Action;Crime;Thriller
Vanilla Sky (2001),100618344,102769997,68000000.0,Paramount Pictures,R,136,Fantasy;Mystery;Romance;Sci-Fi;Thriller
Shallow Hal (2001),70839203,70230657,40000000.0,Twentieth Century Fox,PG-13,114,Comedy;Drama;Fantasy;Romance
The Mexican (2001),66845033,81000000,57000000.0,DreamWorks Distribution,R,123,Adventure;Comedy;Crime;Romance
Spy Game (2001),62362560,80687000,115000000.0,Universal Pictures,R,126,Action;Crime;Thriller
The Wedding Planner (2001),60400856,34327673,35000000.0,Sony Pictures Entertainment (SPE),PG-13,103,Comedy;Romance
The Animal (2001),57743062,27029680,47000000.0,Revolution Studios,PG-13,84,Comedy;Sci-Fi
Moulin Rouge! (2001),57386607,121826827,50000000.0,Twentieth Century Fox,PG-13,127,Drama;Musical;Romance
Rat Race (2001),56618055,28880479,,Paramount Pictures,PG-13,112,Action;Adventure;Comedy
A Knight's Tale (2001),56569702,60917771,65000000.0,Sony Pictures Entertainment (SPE),PG-13,132,Action;Adventure;Romance
Blow (2001),52990775,30291521,53000000.0,New Line Cinema,R,124,Biography;Crime;Drama
Exit Wounds (2001),51758599,28200000,50000000.0,Warner Bros.,R,101,Action;Crime;Thriller
Enemy at the Gates (2001),51401758,45574512,68000000.0,Paramount Pictures,R,131,Drama;History;War
K-PAX (2001),50338485,14663000,68000000.0,Universal Pictures,PG-13,120,Drama;Mystery;Sci-Fi
Behind Enemy Lines (2001),58856790,32896412,40000000.0,Twentieth Century Fox,PG-13,106,Action;Drama;Thriller;War
Jimmy Neutron: Boy Genius (2001),80936232,22056304,30000000.0,Paramount Pictures,,82,Action;Adventure;Animation;Comedy;Family;Sci-Fi
The One (2001),43905746,28783380,,Revolution Studios,PG-13,87,Action;Sci-Fi;Thriller
Heartbreakers (2001),40336607,17419801,35000000.0,Metro-Goldwyn-Mayer (MGM),PG-13,123,Comedy;Crime;Romance
Evolution (2001),38345494,60030798,80000000.0,DreamWorks Distribution,PG-13,101,Comedy;Sci-Fi
Kiss of the Dragon (2001),36845124,27592723,25000000.0,Twentieth Century Fox,R,98,Action;Crime;Drama;Thriller
Recess: School's Out (2001),36706141,7754709,23000000.0,Walt Disney Studios Motion Pictures,G,82,Animation;Comedy;Family
Ali (2001),58203105,29510720,107000000.0,Sony Pictures Entertainment (SPE),R,157,Biography;Drama;Sport
Thirteen Days (2001),34592089,31987801,80000000.0,New Line Cinema,PG-13,145,Drama;History;Thriller
Driven (2001),32720065,22024673,94000000.0,Warner Bros.,PG-13,116,Action;Drama;Sport
What's the Worst That Could Happen? (2001),32269834,6194297,60000000.0,Metro-Goldwyn-Mayer (MGM),PG-13,94,Comedy;Crime
Final Fantasy: the Spirits Within (2001),32131830,53000000,137000000.0,Sony Pictures Entertainment (SPE),PG-13,106,Action;Adventure;Animation;Fantasy;Romance;Sci-Fi
Black Knight (2001),33426971,6549264,50000000.0,Twentieth Century Fox,PG-13,95,Adventure;Comedy;Fantasy
Not Another Teen Movie (2001),38252284,28216048,15000000.0,Sony Pictures Entertainment (SPE),R,89,Comedy
Baby Boy (2001),28734552,647097,16000000.0,Sony Pictures Entertainment (SPE),R,130,Crime;Drama;Romance;Thriller
The Brothers (2001),27457409,500782,6000000.0,Screen Gems,R,106,Comedy;Drama
Someone Like You (2001),27343067,11346873,23000000.0,Twentieth Century Fox,PG-13,97,Comedy;Romance
Joe Dirt (2001),27087695,3900000,17700000.0,Sony Pictures Entertainment (SPE),PG-13,91,Adventure;Comedy;Drama
The Musketeer (2001),27073640,5460162,40000000.0,Universal Pictures,PG-13,104,Action;Adventure;Romance
Crocodile Dundee in Los Angeles (2001),25635682,13802992,,Paramount Pictures,PG,95,Action;Adventure;Comedy;Crime
Memento (2001),25544867,14178229,9000000.0,Newmarket Films,R,113,Mystery;Thriller
Captain Corelli's Mandolin (2001),25543895,36569000,57000000.0,Universal Pictures,R,131,Drama;Music;Romance;War
Angel Eyes (2001),24174218,5541388,53000000.0,Warner Bros.,R,102,Drama;Romance
Kingdom Come (2001),23249649,146400,7000000.0,Fox Searchlight Pictures,PG,94,Comedy;Drama;Family
The Last Castle (2001),18244060,9398647,72000000.0,DreamWorks Distribution,R,131,Action;Drama;Thriller
How High (2001),31178740,105000,20000000.0,Universal Pictures,R,93,Comedy;Fantasy
Kate & Leopold (2001),47121859,28897189,,Miramax,PG-13,118,Comedy;Fantasy;Romance
Pokémon 3 the Movie: Spell of the Unown (2001),17052128,51359147,16000000.0,Warner Bros.,G,93,Action;Adventure;Animation;Family;Fantasy;Sci-Fi
Crazy/Beautiful (2001),16937988,3000000,13000000.0,Walt Disney Studios Motion Pictures,PG-13,99,Drama;Romance
The Majestic (2002),27807266,9510292,72000000.0,Warner Bros.,PG,152,Drama;Romance
Amélie (2002),33225499,140696455,10000000.0,Miramax,R,122,Comedy;Romance
Joe Somebody (2001),22771646,1745126,38000000.0,Twentieth Century Fox,PG,98,Comedy;Drama
Josie and the Pussycats (2001),14271015,595000,39000000.0,Universal Pictures,PG-13,98,Comedy;Music
Freddy Got Fingered (2001),14254993,78259,14000000.0,Twentieth Century Fox,R,87,Comedy
The Tailor of Panama (2001),13729742,14278720,21000000.0,Sony Pictures Entertainment (SPE),R,109,Comedy;Drama;Thriller
Out Cold (2001),13906394,876282,24000000.0,Walt Disney Studios Motion Pictures,PG-13,89,Comedy;Sport
Tomcats (2001),13558739,9872027,11000000.0,Revolution Studios,R,95,Comedy
Head Over Heels (2001),10424470,2702552,14000000.0,Universal Pictures,PG-13,86,Comedy;Mystery;Romance
The Royal Tenenbaums (2001),52364010,19077240,21000000.0,Walt Disney Studios Motion Pictures,R,110,Comedy;Drama
The Curse of the Jade Scorpion (2001),7517191,11397116,33000000.0,DreamWorks Distribution,PG-13,103,Comedy;Crime;Mystery;Romance
The Forsaken (2001),7288451,1416400,15000000.0,Screen Gems,R,90,Action;Horror;Thriller
Town & Country (2001),6719973,3652318,90000000.0,New Line Cinema,R,104,Comedy;Romance
One Night at McCool's (2001),6290673,7182697,18000000.0,USA Films,R,93,Comedy;Crime
Mulholland Dr. (2001),7220243,12897096,,Universal Pictures,R,147,Drama;Mystery;Thriller
Just Visiting (2001),4781539,11395193,35000000.0,Walt Disney Studios Motion Pictures,PG-13,88,Adventure;Comedy;Fantasy
Glitter (2001),4274407,997259,22000000.0,Twentieth Century Fox,PG-13,104,Drama;Music;Romance
Pootie Tang (2001),3313583,3313583,7000000.0,Paramount Pictures,PG-13,81,Action;Adventure;Comedy;Musical
Scooby-Doo (2002),153294164,122356539,84000000.0,Warner Bros.,PG,89,Adventure;Comedy;Family;Fantasy;Mystery
Die Another Day (2002),160942139,271028977,142000000.0,Metro-Goldwyn-Mayer (MGM),PG-13,133,Action;Adventure;Thriller
Lilo & Stitch (2002),145794338,127349813,80000000.0,Walt Disney Studios Motion Pictures,PG,85,Adventure;Animation;Comedy;Drama;Family;Fantasy;Sci-Fi
xXx (2002),142109382,135339000,70000000.0,Revolution Studios,PG-13,124,Action;Adventure;Thriller
The Santa Clause 2 (2002),139236327,33618738,65000000.0,Walt Disney Studios Motion Pictures,,104,Comedy;Family;Fantasy
Minority Report (2002),132072926,226300000,102000000.0,Twentieth Century Fox,PG-13,145,Action;Crime;Mystery;Sci-Fi;Thriller
The Ring (2002),129128133,120220800,48000000.0,DreamWorks Distribution,PG-13,115,Horror;Mystery
Mr. Deeds (2002),126293452,44976083,50000000.0,Sony Pictures Entertainment (SPE),PG-13,96,Comedy;Romance
Sweet Home Alabama (2002),127223418,53399006,30000000.0,Walt Disney Studios Motion Pictures,PG-13,108,Comedy;Romance
The Bourne Identity (2002),121661683,92372541,60000000.0,Universal Pictures,PG-13,119,Action;Mystery;Thriller
The Sum of All Fears (2002),118907036,75014336,68000000.0,Paramount Pictures,PG-13,124,Action;Drama;Thriller;War
8 Mile (2002),116750901,126124177,41000000.0,Universal Pictures,R,110,Drama;Music
Black Hawk Down (2001),108638745,64350906,92000000.0,Revolution Studios,R,144,Drama;History;War
Road to Perdition (2002),104454762,76546716,80000000.0,DreamWorks Distribution,R,117,Crime;Drama;Thriller
Panic Room (2002),96397334,100000081,48000000.0,Sony Pictures Entertainment (SPE),R,112,Crime;Drama;Thriller
Red Dragon (2002),93149898,116046400,78000000.0,Universal Pictures,R,124,Crime;Drama;Thriller
The Scorpion King (2002),91047077,87752231,60000000.0,Universal Pictures,PG-13,92,Action;Adventure;Fantasy
Spy Kids 2: Island of Lost Dreams (2002),85846429,33876929,38000000.0,Dimension Films,PG,100,Action;Adventure;Comedy;Family;Sci-Fi
Blade II (2002),82348319,72661713,54000000.0,New Line Cinema,R,117,Action;Fantasy;Horror;Sci-Fi;Thriller
Snow Dogs (2002),81172560,33862530,33000000.0,Walt Disney Studios Motion Pictures,PG,99,Adventure;Comedy;Family;Sport
